import time: self [us] | cumulative | imported package
import time:      2599 |       2599 |                                             srsly.ruamel_yaml.constructor
import time:      4908 |       4908 |                                             srsly.ruamel_yaml.serializer
import time:      3912 |       3912 |                                               srsly.ruamel_yaml.reader
import time:      3223 |       7135 |                                             srsly.ruamel_yaml.loader
import time:      2864 |       2864 |                                             srsly.ruamel_yaml.dumper
import time:      4430 |       4430 |                                                   ruamel
import time:      3023 |       3023 |                                                       ruamel.yaml.error
import time:      8808 |       8808 |                                                         ruamel.yaml.tag
import time:      8271 |      17078 |                                                       ruamel.yaml.nodes
import time:      1075 |       1075 |                                                         ruamel.yaml.docinfo
import time:      1876 |       2951 |                                                       ruamel.yaml.compat
import time:      3810 |       3810 |                                                           ruamel.yaml.anchor
import time:      3413 |       7223 |                                                         ruamel.yaml.scalarstring
import time:      6385 |      13607 |                                                       ruamel.yaml.comments
import time:      3335 |       3335 |                                                       ruamel.yaml.scalarint
import time:     17480 |      17480 |                                                       ruamel.yaml.scalarfloat
import time:      3607 |       3607 |                                                       ruamel.yaml.scalarbool
import time:      1848 |       1848 |                                                       ruamel.yaml.timestamp
import time:      1314 |       1314 |                                                       ruamel.yaml.util
import time:      6133 |      70371 |                                                     ruamel.yaml.constructor
import time:      2044 |       2044 |                                                     ruamel.yaml.representer
import time:      3025 |       3025 |                                                     ruamel.yaml.resolver
import time:      4753 |      80192 |                                                   ruamel.yaml.cyaml
import time:      2379 |       2379 |                                                     ruamel.yaml.tokens
import time:      1310 |       1310 |                                                     ruamel.yaml.events
import time:      2003 |       2003 |                                                       ruamel.yaml.reader
import time:      3715 |       3715 |                                                       ruamel.yaml.scanner
import time:      2488 |       2488 |                                                       ruamel.yaml.parser
import time:      1656 |       1656 |                                                       ruamel.yaml.composer
import time:      2469 |      12328 |                                                     ruamel.yaml.loader
import time:      1798 |       1798 |                                                       ruamel.yaml.emitter
import time:      1555 |       1555 |                                                       ruamel.yaml.serializer
import time:      3701 |       7053 |                                                     ruamel.yaml.dumper
import time:      7710 |      30778 |                                                   ruamel.yaml.main
import time:     10103 |     125501 |                                                 ruamel.yaml
import time:      3070 |     128570 |                                               ruamel.yaml.error
import time:     47278 |     175848 |                                             _ruamel_yaml
import time:      3189 |     259620 |                                           srsly.ruamel_yaml.main
import time:      7697 |     267316 |                                         srsly.ruamel_yaml
import time:      1976 |     269291 |                                       srsly._yaml_api
import time:      1043 |       1043 |                                       srsly.about
import time:      2231 |     425679 |                                     srsly
import time:     10568 |      10568 |                                           pydantic.version
import time:      1964 |      12532 |                                         pydantic._migration
import time:      5609 |       5609 |                                         pydantic.errors
import time:      2770 |      20909 |                                       pydantic
import time:      5588 |       5588 |                                             pydantic.v1.typing
import time:      9508 |      15095 |                                           pydantic.v1.errors
import time:      2861 |       2861 |                                               cython
import time:      1077 |       3938 |                                             pydantic.v1.version
import time:      6290 |      10227 |                                           pydantic.v1.utils
import time:      5525 |      30847 |                                         pydantic.v1.class_validators
import time:      8792 |       8792 |                                         pydantic.v1.config
import time:     11730 |      11730 |                                             ipaddress
import time:      9292 |       9292 |                                             pydantic.v1.color
import time:     22973 |      22973 |                                                 pydantic.v1.datetime_parse
import time:     13566 |      36539 |                                               pydantic.v1.validators
import time:     15579 |      52117 |                                             pydantic.v1.networks
import time:     12076 |      12076 |                                             pydantic.v1.types
import time:      3901 |      89115 |                                           pydantic.v1.json
import time:      5489 |      94603 |                                         pydantic.v1.error_wrappers
import time:     11336 |      11336 |                                         pydantic.v1.fields
import time:      2888 |       2888 |                                           pydantic.v1.parse
import time:     18981 |      18981 |                                           pydantic.v1.schema
import time:     17031 |      38899 |                                         pydantic.v1.main
import time:      7643 |     192119 |                                       pydantic.v1.dataclasses
import time:      2427 |       2427 |                                       pydantic.v1.annotated_types
import time:      2277 |       2277 |                                       pydantic.v1.decorator
import time:      7514 |       7514 |                                       pydantic.v1.env_settings
import time:      1495 |       1495 |                                       pydantic.v1.tools
import time:      2628 |     229365 |                                     pydantic.v1
import time:      1361 |       1361 |                                     confection.util
import time:     12122 |     668525 |                                   confection
import time:       433 |        433 |                                       cupy
import time:       286 |        286 |                                       h5py
import time:       159 |        159 |                                       os_signpost
import time:    241409 |     242286 |                                     thinc.compat
import time:     72115 |     314401 |                                   thinc.types
import time:      1651 |    1031309 |                                 thinc.config
import time:      2043 |    1034165 |                               thinc
import time:      9152 |       9152 |                                   wasabi.compat
import time:      3173 |      12325 |                                 wasabi.markdown
import time:      7450 |       7450 |                                     wasabi.util
import time:      8682 |      16132 |                                   wasabi.tables
import time:      3511 |      19643 |                                 wasabi.printer
import time:      2573 |       2573 |                                 wasabi.traceback_printer
import time:      8568 |      43107 |                               wasabi
import time:      6275 |    1083546 |                             thinc.util
import time:       589 |        589 |                             cPickle
import time:       154 |        154 |                             copy_reg
import time:       260 |        260 |                                 cupy
import time:        18 |        278 |                               cupy.cuda
import time:        20 |        297 |                             cupy.cuda.stream
import time:       388 |        388 |                             cupy
import time:      1606 |       1606 |                                 thinc.backends._cupy_allocators
import time:      5376 |       5376 |                                 thinc.backends._param_server
import time:      6614 |       6614 |                                   thinc.backends._custom_kernels
import time:       201 |        201 |                                             blis.atexit
import time:       485 |        485 |                                             blis.collections
import time:        84 |         84 |                                             blis.enum
import time:     38792 |      39561 |                                           blis.cy
import time:      5800 |      45361 |                                         blis
import time:        94 |      45455 |                                       blis.cy
import time:     30948 |      76402 |                                     thinc.backends.cblas
import time:      2842 |       2842 |                                         cymem.about
import time:      3650 |       6492 |                                       cymem
import time:       360 |        360 |                                       cymem.warnings
import time:     28449 |      35299 |                                     cymem.cymem
import time:      1852 |       1852 |                                         preshed.about
import time:      3212 |       5064 |                                       preshed
import time:     31214 |      36278 |                                     preshed.maps
import time:       191 |        191 |                                         thinc.backends.blis
import time:       103 |        293 |                                       thinc.backends.blis.py
import time:       880 |        880 |                                         blis.numpy
import time:     31724 |      32604 |                                       blis.py
import time:     31766 |      64662 |                                     thinc.backends.linalg
import time:       820 |        820 |                                         murmurhash.about
import time:     33655 |      33655 |                                         murmurhash.mrmr
import time:      1596 |      36071 |                                       murmurhash
import time:       137 |      36208 |                                     murmurhash.mrmr
import time:       121 |        121 |                                       thinc.backends.collections
import time:        85 |        206 |                                     thinc.backends.collections.abc
import time:        58 |         58 |                                     thinc.backends.typing
import time:        48 |         48 |                                     thinc.backends.numpy
import time:     10971 |      10971 |                                     thinc.backends.ops
import time:       366 |        366 |                                       thinc.backends.blis
import time:       169 |        535 |                                     thinc.backends.blis.py
import time:     33723 |     294386 |                                   thinc.backends.numpy_ops
import time:      3462 |     304460 |                                 thinc.backends.cupy_ops
import time:       710 |        710 |                                   thinc_apple_ops
import time:      2162 |       2872 |                                 thinc.backends.mps_ops
import time:      6068 |     320380 |                               thinc.backends
import time:      1690 |       1690 |                               thinc.initializers
import time:      3371 |       3371 |                                     thinc.optimizers
import time:      2765 |       2765 |                                         thinc.shims.shim
import time:      3343 |       6107 |                                       thinc.shims.mxnet
import time:      1857 |       1857 |                                         thinc.shims.pytorch_grad_scaler
import time:      3123 |       4980 |                                       thinc.shims.pytorch
import time:      2711 |       2711 |                                       thinc.shims.tensorflow
import time:      2103 |       2103 |                                       thinc.shims.torchscript
import time:      3687 |      19585 |                                     thinc.shims
import time:      7301 |      30256 |                                   thinc.model
import time:      1597 |      31852 |                                 thinc.layers.add
import time:      4925 |       4925 |                                 thinc.layers.array_getitem
import time:      2960 |       2960 |                                 thinc.layers.bidirectional
import time:      5500 |       5500 |                                 thinc.layers.cauchysimilarity
import time:      1784 |       1784 |                                 thinc.layers.chain
import time:      2438 |       2438 |                                   thinc.layers.dropout
import time:      1959 |       1959 |                                   thinc.layers.layernorm
import time:      1470 |       5866 |                                 thinc.layers.clipped_linear
import time:      2804 |       2804 |                                   thinc.layers.noop
import time:      3119 |       5923 |                                 thinc.layers.clone
import time:      4419 |       4419 |                                 thinc.layers.concatenate
import time:     11801 |      11801 |                                 thinc.layers.dish
import time:      1505 |       1505 |                                 thinc.layers.embed
import time:      2153 |       2153 |                                 thinc.layers.expand_window
import time:       821 |        821 |                                 thinc.layers.gelu
import time:       780 |        780 |                                 thinc.layers.hard_swish
import time:       911 |        911 |                                 thinc.layers.hard_swish_mobilenet
import time:      2014 |       2014 |                                 thinc.layers.hashembed
import time:      3483 |       3483 |                                 thinc.layers.linear
import time:      2295 |       2295 |                                 thinc.layers.list2array
import time:      1984 |       1984 |                                 thinc.layers.list2padded
import time:      1874 |       1874 |                                 thinc.layers.list2ragged
import time:      1509 |       1509 |                                 thinc.layers.logistic
import time:      2171 |       2171 |                                 thinc.layers.lstm
import time:      2039 |       2039 |                                 thinc.layers.map_list
import time:      2055 |       2055 |                                 thinc.layers.maxout
import time:      2498 |       2498 |                                 thinc.layers.mish
import time:      2103 |       2103 |                                 thinc.layers.multisoftmax
import time:      2738 |       2738 |                                 thinc.layers.mxnetwrapper
import time:      2789 |       2789 |                                 thinc.layers.padded2list
import time:      1273 |       1273 |                                 thinc.layers.parametricattention
import time:      1389 |       1389 |                                 thinc.layers.parametricattention_v2
import time:       233 |        233 |                                   thinc.layers.numpy
import time:       140 |        140 |                                   thinc.layers.typing
import time:     24054 |      24425 |                                 thinc.layers.premap_ids
import time:      2211 |       2211 |                                 thinc.layers.pytorchwrapper
import time:      1727 |       1727 |                                 thinc.layers.ragged2list
import time:      2018 |       2018 |                                 thinc.layers.reduce_first
import time:      7931 |       7931 |                                 thinc.layers.reduce_last
import time:      1626 |       1626 |                                 thinc.layers.reduce_max
import time:      1318 |       1318 |                                 thinc.layers.reduce_mean
import time:      2138 |       2138 |                                 thinc.layers.reduce_sum
import time:      1304 |       1304 |                                 thinc.layers.relu
import time:      1472 |       1472 |                                 thinc.layers.remap_ids
import time:      8477 |       8477 |                                 thinc.layers.residual
import time:      3803 |       3803 |                                 thinc.layers.resizable
import time:      1841 |       1841 |                                 thinc.layers.siamese
import time:      2758 |       2758 |                                 thinc.layers.sigmoid
import time:      1436 |       1436 |                                 thinc.layers.sigmoid_activation
import time:      1513 |       1513 |                                 thinc.layers.softmax
import time:      1442 |       1442 |                                 thinc.layers.softmax_activation
import time:       212 |        212 |                                   thinc.layers.typing
import time:     23156 |      23368 |                                 thinc.layers.sparselinear
import time:      2217 |       2217 |                                 thinc.layers.strings2arrays
import time:      2624 |       2624 |                                 thinc.layers.swish
import time:      1373 |       1373 |                                 thinc.layers.tensorflowwrapper
import time:      1262 |       1262 |                                 thinc.layers.torchscriptwrapper
import time:      2654 |       2654 |                                 thinc.layers.tuplify
import time:      1483 |       1483 |                                 thinc.layers.uniqued
import time:      2219 |       2219 |                                 thinc.layers.with_array
import time:      1889 |       1889 |                                 thinc.layers.with_array2d
import time:      1204 |       1204 |                                 thinc.layers.with_cpu
import time:      2460 |       2460 |                                 thinc.layers.with_debug
import time:      3201 |       3201 |                                 thinc.layers.with_flatten
import time:      3009 |       3009 |                                 thinc.layers.with_flatten_v2
import time:      3071 |       3071 |                                 thinc.layers.with_getitem
import time:      2557 |       2557 |                                 thinc.layers.with_list
import time:      1757 |       1757 |                                 thinc.layers.with_nvtx_range
import time:      3002 |       3002 |                                 thinc.layers.with_padded
import time:      1930 |       1930 |                                 thinc.layers.with_ragged
import time:      1278 |       1278 |                                 thinc.layers.with_reshape
import time:      1165 |       1165 |                                 thinc.layers.with_signpost_interval
import time:      6346 |     250891 |                               thinc.layers
import time:      3947 |       3947 |                               thinc.loss
import time:      1747 |       1747 |                               thinc.schedules
import time:      3568 |     582220 |                             thinc.api
import time:      2065 |    1669256 |                           spacy.compat
import time:      5652 |    1674907 |                         spacy.errors
import time:      5153 |       5153 |                                 langcodes.tag_parser
import time:    105069 |     105069 |                                   langcodes.data_dicts
import time:      2111 |     107179 |                                 langcodes.language_distance
import time:      4335 |     116666 |                               langcodes
import time:       338 |        338 |                                 cupy
import time:       220 |        557 |                               cupy.random
import time:      3214 |       3214 |                               spacy.about
import time:     33893 |      33893 |                               spacy.symbols
import time:     14518 |     168846 |                             spacy.util
import time:      8002 |       8002 |                               spacy.ty
import time:      1981 |       1981 |                               spacy.git_info
import time:      5125 |       5125 |                                 spacy.lang
import time:      1594 |       1594 |                                 spacy.lang.char_classes
import time:      2321 |       9040 |                               spacy.lang.punctuation
import time:     63145 |      63145 |                               spacy.lang.tokenizer_exceptions
import time:       232 |        232 |                                   preshed.math
import time:        84 |         84 |                                   preshed.array
import time:        62 |         62 |                                   preshed.copy_reg
import time:       451 |        451 |                                   copy_reg
import time:       396 |        396 |                                   copy_reg
import time:       378 |        378 |                                   preshed.copyreg
import time:     19294 |      20893 |                                 preshed.bloom
import time:       391 |        391 |                                   backports_abc
import time:        85 |         85 |                                   spacy.srsly
import time:     35855 |      36330 |                                 spacy.strings
import time:      5055 |      62277 |                               spacy.lookups
import time:     34225 |      34225 |                                     spacy.attrs
import time:       170 |        170 |                                         spacy.warnings
import time:        80 |         80 |                                         spacy.numpy
import time:       191 |        191 |                                           spacy.collections
import time:       178 |        178 |                                           spacy.enum
import time:     30356 |      30724 |                                         spacy.parts_of_speech
import time:     24901 |      55874 |                                       spacy.morphology
import time:       191 |        191 |                                         spacy.warnings
import time:        83 |         83 |                                         spacy.numpy
import time:        67 |         67 |                                           spacy.thinc
import time:        25 |         92 |                                         spacy.thinc.api
import time:     36395 |      36759 |                                       spacy.lexeme
import time:      1049 |       1049 |                                               backports_abc
import time:     43131 |      44180 |                                             spacy.tokens.morphanalysis
import time:       225 |        225 |                                             backports_abc
import time:        71 |         71 |                                             spacy.tokens.warnings
import time:        50 |         50 |                                               spacy.tokens.thinc
import time:        20 |         70 |                                             spacy.tokens.thinc.api
import time:      5023 |       5023 |                                             spacy.tokens.underscore
import time:     32982 |      82549 |                                           spacy.tokens.token
import time:       723 |        723 |                                           backports_abc
import time:       850 |        850 |                                           spacy.tokens.copy
import time:       299 |        299 |                                           spacy.tokens.warnings
import time:       400 |        400 |                                           spacy.tokens.numpy
import time:       106 |        106 |                                             spacy.tokens.thinc
import time:       106 |        211 |                                           spacy.tokens.thinc.api
import time:     34236 |     119266 |                                         spacy.tokens.span
import time:       814 |        814 |                                         backports_abc
import time:       539 |        539 |                                         spacy.tokens.typing
import time:       185 |        185 |                                         spacy.tokens.copy
import time:        84 |         84 |                                         spacy.tokens.itertools
import time:        69 |         69 |                                         spacy.tokens.warnings
import time:       196 |        196 |                                         spacy.tokens.collections
import time:        63 |         63 |                                         spacy.tokens.enum
import time:        85 |         85 |                                         spacy.tokens.numpy
import time:        65 |         65 |                                         spacy.tokens.srsly
import time:       420 |        420 |                                           spacy.tokens.thinc
import time:        34 |        454 |                                         spacy.tokens.thinc.api
import time:       148 |        148 |                                           spacy.tokens.thinc
import time:       137 |        285 |                                         spacy.tokens.thinc.util
import time:      1596 |       1596 |                                             backports_abc
import time:       780 |        780 |                                             spacy.tokens.struct
import time:       116 |        116 |                                             spacy.tokens.weakref
import time:       492 |        492 |                                             spacy.tokens.copy
import time:      1186 |       1186 |                                             spacy.tokens.typing
import time:       241 |        241 |                                             spacy.tokens.srsly
import time:       463 |        463 |                                               spacy.tokens.spacy
import time:        42 |        504 |                                             spacy.tokens.spacy.errors
import time:     36879 |      41791 |                                           spacy.tokens.span_group
import time:      9590 |      51381 |                                         spacy.tokens._dict_proxies
import time:    233638 |     233638 |                                         spacy.schemas
import time:      1194 |       1194 |                                           spacy.tokens.numpy
import time:       215 |        215 |                                             spacy.tokens.thinc
import time:       103 |        318 |                                           spacy.tokens.thinc.api
import time:     69827 |      71338 |                                         spacy.tokens._retokenize
import time:     38668 |     517120 |                                       spacy.tokens.doc
import time:       463 |        463 |                                       backports_abc
import time:        98 |         98 |                                       spacy.functools
import time:       560 |        560 |                                       spacy.numpy
import time:       489 |        489 |                                       spacy.srsly
import time:        84 |         84 |                                         spacy.thinc
import time:        37 |        120 |                                       spacy.thinc.api
import time:      6776 |       6776 |                                       spacy.lang.lex_attrs
import time:      6676 |       6676 |                                       spacy.lang.norm_exceptions
import time:       466 |        466 |                                         backports_abc
import time:        97 |         97 |                                         spacy.typing
import time:        61 |         61 |                                         spacy.warnings
import time:        53 |         53 |                                         spacy.enum
import time:        51 |         51 |                                         spacy.pathlib
import time:        50 |         50 |                                         spacy.typing
import time:        50 |         50 |                                         spacy.numpy
import time:        47 |         47 |                                         spacy.srsly
import time:       389 |        389 |                                           spacy.thinc
import time:        28 |        417 |                                         spacy.thinc.api
import time:       227 |        227 |                                           spacy.thinc
import time:       103 |        329 |                                         spacy.thinc.backends
import time:       163 |        163 |                                           spacy.thinc
import time:        62 |        224 |                                         spacy.thinc.types
import time:     45093 |      46934 |                                       spacy.vectors
import time:     32668 |     704530 |                                     spacy.vocab
import time:      2152 |     740906 |                                   spacy.tokens._serialize
import time:      2199 |     743105 |                                 spacy.tokens
import time:      3800 |     746904 |                               spacy.pipe_analysis
import time:       865 |        865 |                                       backports_abc
import time:        82 |         82 |                                       spacy.training.re
import time:        50 |         50 |                                       spacy.training.itertools
import time:        45 |         45 |                                       spacy.training.typing
import time:     33649 |      34691 |                                     spacy.training.align
import time:       140 |        140 |                                       spacy.training.typing
import time:        57 |         57 |                                       spacy.training.numpy
import time:     20285 |      20481 |                                     spacy.training.alignment_array
import time:      3211 |      58381 |                                   spacy.training.alignment
import time:       613 |        613 |                                       backports_abc
import time:       127 |        127 |                                         spacy.training.collections
import time:        53 |        180 |                                       spacy.training.collections.abc
import time:       113 |        113 |                                       spacy.training.numpy
import time:      2665 |       2665 |                                       spacy.pipeline._parser_internals
import time:       444 |        444 |                                         backports_abc
import time:       116 |        116 |                                         spacy.pipeline._parser_internals.copy
import time:     45742 |      46301 |                                       spacy.pipeline._parser_internals.nonproj
import time:      3385 |       3385 |                                       spacy.training.iob_utils
import time:     34988 |      88243 |                                     spacy.training.example
import time:      3753 |      91995 |                                   spacy.training.augment
import time:      5269 |       5269 |                                   spacy.training.batchers
import time:      2343 |       2343 |                                   spacy.training.callbacks
import time:      4851 |       4851 |                                   spacy.training.corpus
import time:      1811 |       1811 |                                     backports_abc
import time:       189 |        189 |                                     spacy.training.warnings
import time:       110 |        110 |                                     spacy.training.srsly
import time:     35010 |      37118 |                                   spacy.training.gold_io
import time:      4725 |       4725 |                                   spacy.training.loggers
import time:      5301 |     209980 |                                 spacy.training
import time:      5323 |     215303 |                               spacy.scorer
import time:       257 |        257 |                                         backports_abc
import time:        54 |         54 |                                         spacy.matcher.typing
import time:        44 |         44 |                                         spacy.matcher.re
import time:        41 |         41 |                                         spacy.matcher.warnings
import time:        39 |         39 |                                         spacy.matcher.srsly
import time:       221 |        221 |                                           spacy.matcher.typing
import time:     24510 |      24730 |                                         spacy.matcher.levenshtein
import time:     31723 |      56886 |                                       spacy.matcher.matcher
import time:      1015 |       1015 |                                       backports_abc
import time:       107 |        107 |                                       spacy.matcher.warnings
import time:       108 |        108 |                                       spacy.matcher.collections
import time:       140 |        140 |                                       spacy.matcher.itertools
import time:        91 |         91 |                                       spacy.matcher.typing
import time:     34513 |      92857 |                                     spacy.matcher.dependencymatcher
import time:       658 |        658 |                                       backports_abc
import time:       194 |        194 |                                       spacy.matcher.warnings
import time:     26301 |      27152 |                                     spacy.matcher.phrasematcher
import time:      2834 |     122842 |                                   spacy.matcher
import time:       200 |     123042 |                                 spacy.matcher.phrasematcher
import time:      1105 |       1105 |                                 backports_abc
import time:       430 |        430 |                                 spacy.re
import time:     29596 |     154172 |                               spacy.tokenizer
import time:      3238 |       3238 |                                 spacy.training.pretrain
import time:      6218 |       9455 |                               spacy.training.initialize
import time:     13960 |    1284234 |                             spacy.language
import time:       339 |        339 |                               backports_abc
import time:        76 |         76 |                               spacy.pipeline.warnings
import time:        56 |         56 |                               spacy.pipeline.typing
import time:        52 |         52 |                               spacy.pipeline.srsly
import time:     29350 |      29871 |                             spacy.pipeline.pipe
import time:      7559 |    1490509 |                           spacy.pipeline.attributeruler
import time:       643 |        643 |                                 backports_abc
import time:       136 |        136 |                                 spacy.pipeline.typing
import time:        63 |         63 |                                 spacy.pipeline.srsly
import time:       185 |        185 |                                   spacy.pipeline.thinc
import time:        48 |        232 |                                 spacy.pipeline.thinc.api
import time:     31302 |      32374 |                               spacy.pipeline.trainable_pipe
import time:     36632 |      36632 |                               spacy.pipeline._parser_internals.stateclass
import time:       165 |        165 |                                 spacy.pipeline._parser_internals.collections
import time:        77 |         77 |                                 spacy.pipeline._parser_internals.srsly
import time:     20203 |      20443 |                               spacy.pipeline._parser_internals.transition_system
import time:      1340 |       1340 |                                   spacy.ml.callbacks
import time:       189 |        189 |                                             spacy.kb.pathlib
import time:        85 |         85 |                                             spacy.kb.typing
import time:     39426 |      39699 |                                           spacy.kb.kb
import time:        69 |         69 |                                           spacy.kb.typing
import time:     30400 |      70168 |                                         spacy.kb.candidate
import time:       327 |        327 |                                           spacy.kb.typing
import time:       192 |        192 |                                           spacy.kb.srsly
import time:       204 |        204 |                                           spacy.kb.warnings
import time:       198 |        198 |                                           spacy.kb.pathlib
import time:     32398 |      33318 |                                         spacy.kb.kb_in_memory
import time:      2548 |     106033 |                                       spacy.kb
import time:      5544 |       5544 |                                       spacy.ml.extract_spans
import time:      3253 |     114829 |                                     spacy.ml.models.entity_linker
import time:      3746 |       3746 |                                     spacy.ml.models.multi_task
import time:      1009 |       1009 |                                       spacy.ml._precomputable_affine
import time:       261 |        261 |                                           spacy.ml.numpy
import time:       275 |        275 |                                             spacy.ml.numpy
import time:        57 |        332 |                                           spacy.ml.numpy.random
import time:       120 |        120 |                                             spacy.ml.thinc
import time:        35 |        155 |                                           spacy.ml.thinc.api
import time:     49960 |      50706 |                                         spacy.ml.parser_model
import time:      2844 |      53550 |                                       spacy.ml.tb_framework
import time:      3172 |      57731 |                                     spacy.ml.models.parser
import time:      6299 |       6299 |                                     spacy.ml.models.span_finder
import time:      6808 |       6808 |                                     spacy.ml.models.spancat
import time:      5871 |       5871 |                                     spacy.ml.models.tagger
import time:      1658 |       1658 |                                       spacy.ml.extract_ngrams
import time:      5782 |       5782 |                                       spacy.ml.staticvectors
import time:      3025 |       3025 |                                         spacy.ml._character_embed
import time:      6514 |       6514 |                                         spacy.pipeline.tok2vec
import time:      6578 |       6578 |                                         spacy.ml.featureextractor
import time:      3976 |      20091 |                                       spacy.ml.models.tok2vec
import time:      3957 |      31487 |                                     spacy.ml.models.textcat
import time:      2087 |     228855 |                                   spacy.ml.models
import time:      6492 |     236686 |                                 spacy.ml
import time:        47 |     236733 |                               spacy.ml.parser_model
import time:       371 |        371 |                               backports_abc
import time:        66 |         66 |                               spacy.pipeline.itertools
import time:        53 |         53 |                               spacy.pipeline.random
import time:        50 |         50 |                               spacy.pipeline.numpy
import time:        49 |         49 |                                 spacy.pipeline.numpy
import time:        19 |         68 |                               spacy.pipeline.numpy.random
import time:        46 |         46 |                               spacy.pipeline.srsly
import time:        44 |         44 |                                 spacy.pipeline.thinc
import time:        18 |         62 |                               spacy.pipeline.thinc.api
import time:      1910 |       1910 |                                   thinc.extra
import time:       368 |        368 |                                   backports_abc
import time:        80 |         80 |                                   thinc.extra.math
import time:     35237 |      37593 |                                 thinc.extra.search
import time:       208 |        208 |                                 backports_abc
import time:        69 |         69 |                                 spacy.pipeline._parser_internals.numpy
import time:       291 |        291 |                                     spacy.pipeline._parser_internals.thinc
import time:        37 |        328 |                                   spacy.pipeline._parser_internals.thinc.extra
import time:       116 |        443 |                                 spacy.pipeline._parser_internals.thinc.extra.search
import time:     43425 |      81737 |                               spacy.pipeline._parser_internals._beam_utils
import time:     38560 |     447188 |                             spacy.pipeline.transition_parser
import time:      2284 |       2284 |                               backports_abc
import time:       154 |        154 |                               spacy.pipeline._parser_internals.collections
import time:     48975 |      51411 |                             spacy.pipeline._parser_internals.arc_eager
import time:       630 |        630 |                             spacy.pipeline.collections
import time:       240 |        240 |                             spacy.pipeline.typing
import time:        64 |         64 |                               spacy.pipeline.thinc
import time:        46 |        110 |                             spacy.pipeline.thinc.api
import time:     11093 |      11093 |                             spacy.pipeline.functions
import time:     43551 |     554220 |                           spacy.pipeline.dep_parser
import time:      1795 |       1795 |                               spacy.pipeline._edit_tree_internals
import time:     26410 |      26410 |                               spacy.pipeline._edit_tree_internals.schemas
import time:     41787 |      69992 |                             spacy.pipeline._edit_tree_internals.edit_trees
import time:      5619 |       5619 |                             spacy.pipeline.lemmatizer
import time:      7259 |      82869 |                           spacy.pipeline.edit_tree_lemmatizer
import time:      4092 |       4092 |                                 spacy.pipeline.legacy.entity_linker
